screen_id,provider_id,doi,title,publication_date,type,venue,first_author,author_count,language,abstract_available,membership,query_indices,raw_page,item_index,raw_sha256
S18641,https://openalex.org/W4360811063,10.1002/jbm.a.37531,Effect of titanium nanostructured surface on fibroblast behavior,2023-03-24,article,Journal of Biomedical Materials Research Part A,Kateřina Vrchovecká,5,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,75,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18642,https://openalex.org/W4360821360,10.1016/j.jece.2023.109784,Germanane and butyl-functionalized germanane as visible-light photocatalysts for the degradation of water pollutants,2023-03-24,article,Journal of environmental chemical engineering,Theodosis Giousis,12,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,77,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18643,https://openalex.org/W4360826927,10.1021/acsaem.2c03973,Direct Laser Writing of Multimetal Bifunctional Catalysts for Overall Water Splitting,2023-03-24,article,ACS Applied Energy Materials,Shannon McGee,10,en,True,BOTH,1;4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,79,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18644,https://openalex.org/W4360839277,10.1016/j.nanoen.2023.108380,Atomic phosphorus induces tunable lattice strain in high entropy alloys and boosts alkaline water splitting,2023-03-24,article,Nano Energy,Qiao Chen,12,en,False,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2023-01-01_2023-12-31/attempt_000001/page_000003.json,62,a917a81fd8b3d6174d9a798f32912ce7228ca71913e88a67879c8d2727a7b2dd
S18645,https://openalex.org/W4360843090,10.1016/j.jpcs.2023.111350,Magnetotransport properties of CrO 2 nanowires fabricated by selective area growth,2023-03-24,article,Journal of Physics and Chemistry of Solids,Kumar Prateek,6,lv,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,74,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18646,https://openalex.org/W4360846461,10.26434/chemrxiv-2023-98hhr,Metal-free Conjugated Polyphenothiazine Nanostructures as Visible Light Active Photocatalysts for the Removal of Organic Pollutants and Selective Aerobic Oxidation of Sulfides,2023-03-24,preprint,ChemRxiv,Rituporn Gogoi,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,72,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18647,https://openalex.org/W4360847961,10.1021/acssuschemeng.2c07322,Interface Engineering of Oxygen Vacancy-Enriched Ru/RuO2–Co3O4 Heterojunction for Efficient Oxygen Evolution Reaction in Acidic Media,2023-03-24,article,ACS Sustainable Chemistry & Engineering,Tiantian Wang,6,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2023-01-01_2023-12-31/attempt_000001/page_000003.json,61,a917a81fd8b3d6174d9a798f32912ce7228ca71913e88a67879c8d2727a7b2dd
S18648,https://openalex.org/W4360848662,10.3390/ma16072572,Scanning with Laser Beam over the TiO2 Nanotubes Covered with Thin Chromium Layers towards the Activation of the Material under the Visible Light,2023-03-23,article,Materials,Katarzyna Grochowska,5,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,60,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18649,https://openalex.org/W4360849300,10.1021/acs.chemmater.2c03679,Site-Selective Atomic Layer Deposition at Thermally Generated Surface Oxygen Vacancies on Rutile TiO2,2023-03-24,article,Chemistry of Materials,Jessica C. Jones,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,78,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18650,https://openalex.org/W4360852878,10.3390/polym15071622,Advances in Electrospun Materials and Methods for Li-Ion Batteries,2023-03-24,article,Polymers,Sri Harini Senthilkumar,5,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,80,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18651,https://openalex.org/W4360857244,10.3390/gels9040267,Copper-/Zinc-Doped TiO2 Nanopowders Synthesized by Microwave-Assisted Sol–Gel Method,2023-03-23,article,Gels,Luminița Predoană,11,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,66,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18652,https://openalex.org/W4360858833,10.3390/min13040458,"Magmatic-Hydrothermal Fluid Processes of the Sn-W Granites in the Maniema Province of the Kibara Belt (KIB), Democratic Republic of Congo",2023-03-24,article,Minerals,Douxdoux Kumakele Makutu,7,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,76,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18653,https://openalex.org/W4360861758,10.3390/nano13071148,"Oxidation of Methanol and Dichloromethane on TiO2-CeO2-CuO, TiO2-CeO2 and TiO2-CuO@VUKOPOR®A Ceramic Foams",2023-03-23,article,Nanomaterials,Lenka Matějová,7,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,61,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18654,https://openalex.org/W4360866186,10.1002/sstr.202300072,Boosting Charge Mediation in Ferroelectric BaTiO3−x‐Based Photoanode for Efficient and Stable Photoelectrochemical Water Oxidation,2023-03-23,article,Small Structures,Yue Zhao,7,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,65,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18655,https://openalex.org/W4360873368,10.17509/ijost.v8i2.56065,"Synthesis, Characterization, and Electrochemical Performance of Reduced Graphene Oxide-Metal (Cu,Zn)-Oxide Materials",2023-03-10,article,Indonesian Journal of Science and Technology,Sugianto Sugianto,7,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2023-01-01_2023-12-31/attempt_000001/page_000003.json,36,a917a81fd8b3d6174d9a798f32912ce7228ca71913e88a67879c8d2727a7b2dd
S18656,https://openalex.org/W4360900220,10.3749/2200037,Trace Element Characteristics of Tourmaline in Porphyry Cu Systems: Development and Application To Discrimination,2023-01-01,article,The Canadian Journal of Mineralogy and Petrology,C E Beckett-Brown,3,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000002.json,62,fd1e2c257d6b3cb013f7ee6b6603a93c68745280940aaad931bf8918111ebd60
S18657,https://openalex.org/W4360900278,10.3749/2200011,Recognizing Tourmaline in Mineralized Porphyry Cu Systems: Textures and Major-Element Chemistry,2023-01-01,article,The Canadian Journal of Mineralogy and Petrology,C E Beckett-Brown,3,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000002.json,23,fd1e2c257d6b3cb013f7ee6b6603a93c68745280940aaad931bf8918111ebd60
S18658,https://openalex.org/W4360951939,10.1029/2022jb025514,Evidence of Vertical Slab Tearing in the Late Triassic Qinling Orogen (Central China) From Multiproxy Geochemical and Isotopic Imaging,2023-03-25,article,Journal of Geophysical Research Solid Earth,Kun‐Feng Qiu,8,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,82,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18659,https://openalex.org/W4360955733,10.1016/j.cej.2023.142623,Europium doped RuO2@TP enhanced chlorine evolution reaction performance by charge redistribution,2023-03-25,article,Chemical Engineering Journal,Lingshu Qiu,10,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2023-01-01_2023-12-31/attempt_000001/page_000003.json,63,a917a81fd8b3d6174d9a798f32912ce7228ca71913e88a67879c8d2727a7b2dd
S18660,https://openalex.org/W4360975693,10.1007/s13204-023-02824-3,Aluminium doped ZnO nanostructures for efficient photodegradation of indigo carmine and azo carmine G in solar irradiation,2023-03-20,article,Applied Nanoscience,Abhishek R. Bhapkar,8,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,46,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18661,https://openalex.org/W4360977283,10.1016/j.matdes.2023.111864,Microstructure control and property switching in stress-free van der Waals epitaxial VO2 films on mica,2023-03-26,article,Materials & Design,Erik Ekström,12,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,84,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18662,https://openalex.org/W4360991477,10.1088/1361-6528/acc7a8,Synthesis and applications of MXene-based composites: a review,2023-03-27,article,Nanotechnology,Umar Noor,11,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,95,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18663,https://openalex.org/W4360991500,10.1029/2022jb025008,The Redox State of Incipient Oceanic Subduction Zones: An Example From the Troodos Ophiolite (Cyprus),2023-03-27,article,Journal of Geophysical Research Solid Earth,Wen‐Jun Hu,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,89,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18664,https://openalex.org/W4360993216,10.1021/acscatal.2c05998,Surfactant-Free Colloidal Syntheses of Precious Metal Nanoparticles for Improved Catalysts,2023-03-27,article,ACS Catalysis,Jonathan Quinson,3,en,True,BOTH,1;3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,96,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18665,https://openalex.org/W4360998036,10.1021/acsanm.2c05572,Crucible Effect on Phase Transition Temperature during Microwave Calcination of a N-Doped TiO2 Precursor: Implications for the Preparation of TiO2 Nanophotocatalysts,2023-03-27,article,ACS Applied Nano Materials,Enrico Paradisi,8,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,91,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18666,https://openalex.org/W4360998634,10.2139/ssrn.4401432,The Fluffy Cotton Structure Feconimgb High Entropy Boride Powderfor Enhanced Activity Towards the Oxygen Evolution Reaction,2023-01-01,preprint,SSRN Electronic Journal,Fang Miao,7,en,False,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2023-01-01_2023-12-31/attempt_000001/page_000001.json,8,c69fc307629d5353cee06eaa427f32a2c9788c63bc261e788d35a763f8dc97df
S18667,https://openalex.org/W4360999442,10.1016/j.sbsr.2023.100558,Thermo-cyclically operated metal oxide gas sensor arrays for analysis of dissolved volatile organic compounds in fermentation processes: Part I – Morphology aspects of the sensing behavior,2023-03-27,article,Sensing and Bio-Sensing Research,Binayak Ojha,5,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,86,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18668,https://openalex.org/W4361000243,10.1016/j.vacuum.2023.112045,Laser-induced electron dynamics and surface modification in ruthenium thin films,2023-03-27,article,Vacuum,Fedor Akhmetov,10,en,True,BOTH,1;2;3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,92,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18669,https://openalex.org/W4361000587,10.1021/acsaem.2c03871,Easy and Support-Free Synthesis of Bimetallic Borates for Boosting the Oxygen Evolution Reaction,2023-03-27,article,ACS Applied Energy Materials,Sergio García‐Dalí,8,en,True,BOTH,1;2;3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,87,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18670,https://openalex.org/W4361001836,10.1021/acs.jpcc.2c08570,Role of Oxygen in Vacancy-Induced Phase Formation and Crystallization of Al2TiO5-Based Chemical Vapor-Deposited Coatings,2023-03-27,article,The Journal of Physical Chemistry C,Sebastian Öhman,10,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,88,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18671,https://openalex.org/W4361002074,10.1016/j.corsci.2023.111138,"Corrosion behavior of a compositionally complex alloy utilizing simultaneous Al, Cr, and Ti passivation",2023-03-27,article,Corrosion Science,Samuel B. Inman,5,en,False,BOTH,1;4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,94,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18672,https://openalex.org/W4361002846,10.1016/j.electacta.2023.142295,Stainless steel supported NiCo2O4 active layer for oxygen evolution reaction,2023-03-27,article,Electrochimica Acta,P.B. Perroni,6,en,False,BOTH,2;3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2023-01-01_2023-12-31/attempt_000001/page_000003.json,65,a917a81fd8b3d6174d9a798f32912ce7228ca71913e88a67879c8d2727a7b2dd
S18673,https://openalex.org/W4361007251,10.3390/nano13071184,"Continuous Flow Photocatalytic Hydrogen Production from Water Synergistically Activated by TiO2, Gold Nanoparticles, and Carbon Nanotubes",2023-03-27,article,Nanomaterials,Joseph Farah,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,90,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18674,https://openalex.org/W4361007634,10.3390/min13040462,"Paleoproterozoic Crust–Mantle Interaction in the Khondalite Belt, North China Craton: Constraints from Geochronology, Elements, and Hf-O-Sr-Nd Isotopes of the Layered Complex in the Jining Terrane",2023-03-24,article,Minerals,Weipeng Zhu,5,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,73,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18675,https://openalex.org/W4361007819,10.3390/ijms24076236,Cross-Talk between Iron Deficiency Response and Defense Establishment in Plants,2023-03-25,article,International Journal of Molecular Sciences,Vicente Montejano-Ramírez,2,en,True,BOTH,3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q03_year_2023-01-01_2023-12-31/attempt_000001/page_000002.json,75,2344257a392a1d6bbe22df027d7ea49691d9520415a91396f49522a99d58c618
S18676,https://openalex.org/W4361015301,10.29363/nanoge.matsus.2023.105,Interplay between Collective and Localized Effects of Point Defects on Photoelectrochemical Performance of TiO2 Photoanodes for Oxygen Evolution,2023-03-27,conference-paper,,Mengya Yang,2,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,85,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18677,https://openalex.org/W4361182664,10.5281/zenodo.7777736,Characterization of Y and Mn co-substituted BaZrO3 ceramics: Material properties as a function of the substituent concentration,2022-06-08,article,Zenodo (CERN European Organization for Nuclear Research),María Balaguer,2,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2022-01-01_2022-12-31/attempt_000001/page_000010.json,85,87299614dc896ddbd91028c3081f4691d63a394ad0df2328ecb1c0a4228c0626
S18678,https://openalex.org/W4361190610,10.1002/smll.202300519,A Carbon‐Free and Free‐Standing Cathode From Mixed‐Phase TiO 2 for Photo‐Assisted Li–CO 2 Battery,2023-03-28,article,Small,Lizhen Long,7,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000009.json,1,a15e621bcbe1b16f5e2629e9c5ed591ea6ae2558cf2226b90a4d1f4411642a46
S18679,https://openalex.org/W4361196188,10.18185/erzifbed.1247007,Electrochemical Behavior of CoO/Ag2O/TiO2 Ceramic and Composite Coated Selective Laser Manufactured 316L Stainless Steel,2023-03-30,article,Erzincan Üniversitesi Fen Bilimleri Enstitüsü Dergisi,Tuba Yetim,1,tr,True,BOTH,4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q04_year_2023-01-01_2023-12-31/attempt_000001/page_000002.json,35,5095508f5d6201837e92945c68e823fe17312ef38d2cf3827a791bf88ce62e82
S18680,https://openalex.org/W4361204588,10.1038/s41598-023-32090-w,"Facile assembly of flexible quaternary SnO2/SrSnO3/Fe3O4/PVDF nanocomposites with tunable optical, electrical, and magnetic properties for promising magneto-optoelectronic applications",2023-03-27,article,Scientific Reports,A. M. Ismail,2,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,93,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18681,https://openalex.org/W4361205067,10.1557/s43577-023-00507-6,Cleaning the environment with MXenes,2023-03-01,article,MRS Bulletin,Dominika Bury,7,en,True,BOTH,1;4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000007.json,42,a2b31c0dcd196e93a0d9108a930a591bae1b4c3b96f784d8aee16d66d039b17f
S18682,https://openalex.org/W4361212253,10.1177/08927057231162018,"Studying the influence of the addition of nano-titanium dioxide on the rheological, mechanical, thermal, and electrical properties of polycarbonate/wood flour",2023-03-28,article,Journal of Thermoplastic Composite Materials,Abbas Jawad,2,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,99,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
